fname,text,label
77219.txt,"
In article <1smllm$m06@cville-srv.wam.umd.edu> aap@wam.umd.edu (Alberto Adolfo Pinkas) writes:
>In article <1993May10.211316.28455@pasteur.Berkeley.EDU> adams@bellini.berkeley.edu (Adam L. Schwartz) writes:
>>In article <1smbma$8mr@cville-srv.wam.umd.edu> aap@wam.umd.edu (Alberto Adolfo Pinkas) writes:

>>I'm not sure about this but I hope the answer is that you can't apply under
>>the law of return.  By conversion, you've elected not to be a part of the
>>Jewish nation.

>Which was my point. By converting to another religion I do not loose
>my cultural identity, I just loose my religious identification.

	I disagree.  By converting to another religion, you certainly
do change your cultural identity, and lose that part of you which was
Jewish.


>>At the moment you converted, you officially anounced to the world
>>that *you* do not consider yourself to be part of the Jewish Nation.
>>So, why should the Jewish Nation consider you to be a member?

>To be a part or not of the Jeish Nation is defined by my culture and not
>by my religion. Actually, if I am an atheist, which is in fact like 
>converting into a non-Jewish in terms of religion, I am still considered as
>part of the Jewish Nation.

	No, there is a serious cultural and religios difference
between renouncing the jewish god and accepting a new one.  ""Thou
shall have no other gods before me.""  Conversion is a violation of
this, atheism you might be able to wiggle around with.

Adam



Adam Shostack 				       adam@das.harvard.edu

""If we had a budget big enough for drugs and sexual favors, we sure
wouldn't waste them on members of Congress...""   -John Perry Barlow
",politics
53307.txt,"
Announcing. . . Announcing. . . Announcing. . .Announcing. . .

                             CELEBRATE LIBERTY!
                 1993 LIBERTARIAN PARTY NATIONAL CONVENTION
                             AND POLITICAL EXPO

                   THE MARRIOTT HOTEL AND THE SALT PALACE
                            SALT LAKE CITY, UTAH

                   INCLUDES INFORMATION ON DELEGATE DEALS!
                          (Back by Popular Demand!)

The convention will be held at the Salt Palace Convention Center and the
Marriott Hotel, Salt Lake City, Utah.  The business sessions, Karl Hess
Institute, and Political Expo are at the Salt Palace; breakfasts, parties, and
banquet are at the Marriott Hotel.

Marriott Hotel room rates are $79.00 night, plus 10.5% tax ($87.17 total). 
This rate is good for one to four persons room occupancy.  Double is one
or two beds; 3 or 4 people is 2 beds.  You can make your reservations
direct with the hotel (801-531-0800), or you can purchase your room
through one of MGP's payment plans.  MGP will provide assistance in
matching roommates if requested.


August 30, 31, Sept. 1:           Everything You Always Wanted to
                                  Know About Winning Elections, but
                                  Didn't Know Where to Ask!

Three days of intensive campaign training conducted by Sal Guzzetta, a
25 year veteran of more than 200 campaigns.  Students receive 990 pages
of professional campaign manuals.  Everything from strategy and
targeting to opposition research, fundraising, and field operations.

Price:           $150 if purchased by May 1, 1993
                 $175 thereafter

August 31 and Sept. 1:            Platform, Bylaws, Credentials and
                                  National committee meetings.

Shoot out in Salt Lake!  PLEDGE versus Committee for a Libertarian
Majority.  Will the party's membership and platform definitions change? 
Is compromise possible?  The Platform and Bylaws committees are
responsible for making recommendations to the convention concerning
changes in those documents.  At this convention, the party will only
consider deletions to the platform.  The Convention Rules would have to
be amended by a 2/3 vote to change this rule.

The meetings are open to the public.  There is no charge for attending. 


Sept. 2-5, 1993: Celebrate Liberty! Begins
                 Political Expo Opens

Sept. 2, 1993:   9 AM -- Credentials Committee report to the delegates.

                 10:30 -- Gala Opening Ceremony and Keynote Address
                 by Russell Means.  

                 1:00 -- After lunch break, convention business continues
                 (see ""Standing Order of Business"" from the ""Convention
                 Rules of the Libertarian Party"" at the end of this
                 document.

                 Karl Hess Institute of Libertarian Politics Begins, runs in
                 tandem with the business sessions.

Sept. 3, 1993:   Dawns Early Light, Green Dragon Inn (morning and
                 evening), with Karl Hess Institute and convention
                 business in between.

Sept. 4, 1993:   Dawns Early Light, Freedom Rock '93, Karl Hess
                 Institute, convention business.

Sept. 5, 1993:   Dawns Early Light, Convention Banquet, Karl Hess
                 Institute, convention business, Joyful Noise.



                      ACTIVITY DESCRIPTIONS:

DAWNS EARLY 
LIGHT            Three great convention breakfasts to start your days
                 right, featuring science fiction author L. Neil Smith,
                 psychiatrist and author Dr. Thomas Szasz, and South
                 African Libertarian leader Frances Kendall.

GREEN DRAGON 
INN              ""Opening night"" party, named after the famous inn
                 where Sam Adams and his crowd plotted trouble for the
                 British over pints of ale and beer.  Music, food, drink,
                 and comedy.

FREEDOM 
ROCK '93         Free downtown rock concert Friday night, with drum
                 circle, comic Tim Slagle, Middle Eastern dancer, reggae,
                 and local classic rock-n-roll bands.  Will be widely
                 publicized in the local area.  Major outreach opportunity.

BANQUET          Vivaldi and Mozart, fine dining, in the elegant Marriott
                 Grand Ballroom (black tie optional).  Dancing follows.

POLITICAL 
EXPO             Exhibits and vendors.  FREE admission.  Event will be
                 widely publicized in local area for maximum draw. 
                 Major Outreach opportunity.



                KARL HESS INSTITUTE OF LIBERTARIAN  POLITICS

         Workshops, speakers, roundtable discussions in these areas:

LIBERTY:  NEXT
GENERATION               High school and college age Libertarians talk
                         about what matters to them and the 20-
                         something generation.

AGENDA 2000              Considers key issues of the 1990s.  Environment. 
                         Health Care.  21st Century Economics.  Drug
                         War.  Second Amendment.  Social Services. 
                         Foreign Policy.  Crime & Violence.  AIDS.

THE GREAT DEBATE         LP Strategy and tactics.  Media.  Ballot Access. 
                         Initiatives.  Feminist Issues.  Presidential
                         Campaigns.  LP Elected Officials.  Grassroots. 
                         Early look at the 1996 presidential nomination.

VALUES FOR 
THE 90s                  Community.  Children.  Abundance.  Home
                         Schooling.  Religion and Liberty.  Race.

CAMPUS FOCUS             Organizing.  Academia.  Blue Collar Youth.



                 CONVENTION PACKAGE DESCRIPTIONS AND PRICES

TOTAL EVENT:             All activities, Aug. 30-Sept. 5, $400, including 3
                         day candidate training

Full Celebration:        All convention activities, Sept. 2-5, $300

Late Riser               No breakfasts, everything else Sept. 2-5, $250

Thrift                   No breakfasts or banquet, $150

Issues Focus             Karl Hess Institute, $125

Basic                    Convention packet, souvenirs, two Karl Hess
                         Institute speakers

Free                     Political Expo, Access to convention hall,
                         Keynote Address, Joyful Noise, Freedom Rock
                         '93, three free outreach speakers.

PLEASE NOTE:
--       PRICES INCREASE MAY 1, 1993
--       Special student prices are available to anyone under 25 years of
         age or who is enrolled in a college or university.

--       Six and seven month payment plans are available which can
         include housing (if requested).

--       To add the three day candidate training to any package below
         (except ""Total Event""), add $150 to the price.

--       All prices are in U.S. dollars.

--       Advertising is available in the convention program; exhibits and
         sponsorships are available for the Political Expo.  Free Political
         Expo admission and MGP promotions will draw visitors from the
         surrounding community (one million people live within a 30
         minute drive of the Expo).

--       If your special interest group, organization, committee, or cause
         would like to schedule space for a presentation, contact us.

--       MGP conducts a drawing each month and gives away FREE
         hotel nights.  The sooner you register, the more chances you have
         to win.

--       Roommate match service available upon request.


OTHER EVENTS:
""Anti-Federalist Two""    MGP sponsored writing contest.  June
                         submission deadline.  Contact MGP for
                         prospectus.

""The Libertarian 
Games""                   Friendly competition -- marksmanship, computer
                         programming, chess, maybe more.

Libertarians for Gay &
Lesbian Concerns         Business meeting, social night, sponsored by
                         LGLC.

???                      YOUR EVENT CAN BE LISTED HERE.  Contact
                         MGP for details.



                         ATTENTION COLLEGE STUDENTS!

Special discounts are available for college and high school students.  We
will work on casual housing opportunities for the ""Poverty Caucus"". 
College Libertarians will meet at Celebrate Liberty! and discuss the future
of their movement on campuses.  Contact MGP for more details.



			   LIST OF SPEAKERS
		       (as of March 14, 1993):

Dean Ahmad		Jim Hudler		Sheldon Richman
Karen Allard		Jeff Hummel		Kathleen Richman
Rick Arnold		Alexander Joseph	Dan Rosenthal
Dr. George Ayittey	Frances Kendall		Dr. Mary Ruwart
Alan Boch		Martin Luther King	Dagny Sharon
Richard Boddie		Me-Me King		Jane Shaw
Gus Dizerega		Henry Lamb		Sandy Shaw
Larry Dodge		Amy Lassen		L. Neil Smith
Dr. Richard Ebeling	Scott Lieberman		Eric Sterling
Don Ernsberger		Dr. Nancy Lord		Dr. Richard Stroup
Bill Evers		Russell Means		Dr. Thomas Szasz
Bonnie Flickenger	Vince Miller		Michael Tanner
John Fund		Maury Modine		Sojourner Truth
Doris Gordon		David Nolan		Yuri Tuvim
Leon Hadar		Randall O'Toole		Bob Waldrop
Patrick Henry		James Ostrowski		Terree Wasley
Karl Hess		Dirk Pearson		Perry Willis
Dr. Karl Hess Jr.	Bob Poole		Richard Winger
Jacob Honrberger	Carole Ann Rand		Jarret Wollstein
						Brigham Young



		  UPCOMING CONVENTION DEVELOPMENTS!

On May 1st, prices increase for convention packages, candidate training,
and exhibits/advertising:

New prices for convention packages will be:

Total Event:             $450
Full Celebration:        $350
Late Riser:              $275
Thrift:                  $175
Issues Focus:            $150
Basic:                   $30
Free:                    $0

These prices good through July 2, 1993.


                          BACK BY POPULAR DEMAND!  
                       ANNOUNCING THE DELEGATE DEALS!
                            Available May 1, 1993

I:       Business Focus:  All convention activities except Karl Hess
         Institute -- $275

II:      Delegate Celebration, includes a complete set of Karl Hess
         Institute audio tapes instead of institute tickets -- $350



                       STANDING ORDER OF BUSINESS FOR
                       A LIBERTARIAN PARTY CONVENTION
 
     1. Call to order
 
     2. Credentials Committee report
 
     3. Adoption of agenda
 
     4. Treasurer's report
 
     5. Bylaws and Rules Committee report (Non-nominating conventions
        only)
 
     6. Platform Committee report (At non-Presidential nominating
        conventions only deletions may be considered.)
 
     7. Nomination of Party candidates for President and
        Vice-President (in appropriate years)
 
     8. Election of Party Officers and at-large members
        of the National Committee
 
     9. Election of Judicial Committee
 
     10. Resolutions
 
     11. Other business



                         FOR QUESTIONS OR COMMENTS,

                             GRUMBLES OR GRINS,

                          SUGGESTIONS OR CRITICISM,

                                     AND

                                TO REGISTER,

                                  CONTACT:

                       MORNING GLORY PRODUCTIONS, INC.
                               P.O. Box 526175
                          Salt Lake City, UT  84152
                                801.582.3318
                E-mail: Bob.Waldrop@f418.n104.z1.fidonet.org

           Make Checks Payable to Morning Glory Productions, Inc.
-- 
		      Don't blame me; I voted Libertarian.
Disclaimer: I speak for myself, except as noted; Copyright 1993 Rich Thomson
UUCP: ...!uunet!dsd.es.com!rthomson			Rich Thomson
Internet: rthomson@dsd.es.com	IRC: _Rich_		PEXt Programmer
",politics
15485.txt,"
In article a_rubin@dsg4.dse.beckman.com (Arthur Rubin) writes:
>In strnlght@netcom.com (David Sternlight) writes:
>
[...]
>>I'd be happy to use a crypto system supplied by the NSA for business, if
>>they told me it was more secure than DES, and in particular resistant to
>>attempts by Japanese, French, and other competitive companies and
>>governments to break.
>
>(It's NIST, not NSA.  NSA is not supposed to have anything to do with this.)

With all the activity in sci.crypt these past few days, I am not supprised
you missed it... NIST got Skipjack from the NSA :)

[...]
>>I'd trust the NSA or the President if they stated there were no trap
>>doors--I'd be even happier if a committee of independent experts examined
>>the thing under seal of secrecy and reported back that it was secure.
>
>I wouldn't trust the NSA.  I think I would trust the President on this, but
>I'm not certain he would be told.

""I am not a crook."" President Richard M. Nixon
                    ^^^^^^^^^
-- 
 Information farming at...     For addr&phone: finger             A/~~\A
 THE Ohio State University  jebright@magnus.acs.ohio-state.edu   ((0  0))____
      Jim Ebright             e-mail: jre+@osu.edu                 \  /      \
                          Support Privacy: Support Encryption      (--)\      
",crime
61275.txt,"Message-ID: <1rikos$kji@uniwa.uwa.edu.au>
References: <bill.047m@xpresso.UUCP>
NNTP-Posting-Host: wapsy.psy.uwa.oz.au

bill@xpresso.UUCP (Bill Vance) writes:

>It has been known for quite a while that the earth is actually more pear
>shaped than globular/spherical.  Does anyone make a ""globe"" that is accurate
>as to actual shape, landmass configuration/Long/Lat lines etc.?
>Thanks in advance.

Even if they did, a globe at a scale that you could fit into your average room
or even average ""hall"" the deviations you mention would not be visually
evident. In other words a micrometer would be required to test the fact that 
the Globe was infact pear-shaped.  

Regards Scott.
_______________________________________________________________________________
Scott Fisher [scott@psy.uwa.oz.au]  PH: Aus [61] Perth (09) Local (380 3272).                
                                                             _--_|\       N
Department of Psychology                                    /      \    W + E
University of Western Australia.      Perth [32S, 116E]-->  *_.--._/      S
Nedlands, 6009.  PERTH, W.A.                                      v       

    *** ERROR 144 - REBOOT? is a registered trademark of ENSONIQ Corp ***
-------------------------------------------------------------------------------
",science
15512.txt,"
In article <1993Apr20.032623.3046@eff.org> kadie@eff.org (Carl M. Kadie) writes:

  > Clipper might be a good way to cover the use of another layer of
  > encryption.

  But, if you are making custom equipment in any case, why not just
roll your own Clipper implementation and report the wrong keys to the
Escrow agency?  (Tells us who is going to be in the chip business if
this thing goes through--NSA, and those with something to hide from
NSA.)

  If anyone can verify that your phone is not using the key registered
to that serial number, either:

  1) They have a court ordered wiretap.  But what are they going to
do?  Tell the judge that this individual really does have privacy?
All they know is that the keys are not enough, but not why.

  2) They have a court ordered wiretap on a phone in this series.
(This part is really scary.  Since the ""expectation"" is that all
chips in a particular batch will uses seeds based on the same S1 and
S2 and the serial number, getting the keys for one of a batch may give
access to all.)

  3) There is a backdoor which allows all messages to be deciphered
without the keys.  I find this one especially threatening since the
scheme seems very open to known plaintext attacks.  (What I need to
decipher is the data in the header.  If I talk to someone who has one
of these phones, presumably there will be an automatically negotiated
key generated.  I'm not trying to decipher the record of the
conversation to know what was said, I use it as a known plaintext to
recover the backdoor represented by the header, but I know what the
header says for conversations I participate in.  Even worse, if the
phones in a series have related keys, I can buy a phone/chip from the
same production lot.  Then I can recover its keys, either elegantly by
talking to myself, or by brute force analysis of the actual chip, then
apply the key generation process with those seeds to find the target
keys.)

    Hmmm!  I don't think I want to ever come close to these phones.
Even DES is starting to look good.  Two cans and a string will provide
much better security.



--

					Robert I. Eachus

with Standard_Disclaimer;
use  Standard_Disclaimer;
function Message (Text: in Clever_Ideas) return Better_Ideas is...
",science
52831.txt,"
Here's a question for all you electrical engineers out there:

  I bought an 'Infrared detector module' at Radio Shack for $3.95 - it is a 
little gizmo that senses infrared remotes and produces an output signal. Then
I hooked the output through a transistor to an infrared LED. The circuit works
like a minature remote control extender in my car - All remote commands are
relayed to the CD player hidden in the glove compartment. It works fine with
my Denon CD player, but when I tried to build the same circuit for a friend's
VCR, it didn't work.
  The circuit appears to work for other remotes (you can see infrared with a
Sony CCD camcorder) but coincidentally it only seems to work for my CD
player...

	Any advice would be appreciated....
        Brian

---
UBSILER @ MSUVX1.MEMST.EDU

",science
15306.txt,"
In article <1qpg8fINN982@dns1.NMSU.Edu> amolitor@nmsu.edu
(Andrew Molitor) writes:
>In article <tcmayC5M2xv.JEx@netcom.com>
>tcmay@netcom.com (Timothy C. May) writes:
>
>>-Tim May, whose sig block may get him busted in the New Regime
>                           ^^^^^^^^^^^^^^^^^^
>Isn't this just a little melodramatic?

Not at all. Two weeks ago I registered a concern about some programming
that was being conducted by a student organisation here at the
University of Texas at San Antonio.  As a result, I was interrogated
by the capus police, who also attempted to create a positive-identification
file (photo, fingerprints, etc.). I refused to permit this, and filed a
complaint with the University administration.  The Vice-President for
Business Affairs (the 'boss' of the campus police) stated that he had no
interest in the legal/Constitutional implications of those actions.

-- 
The greatest threat facing the citizens of the United States in the decade of
the 90s is the United States Government; at all levels -- Federal, State, Local
[All opinions are mine, and I reserve the right to deny them at any time - WWH]
",crime
15299.txt,"
In article <1qpg8fINN982@dns1.NMSU.Edu> amolitor@nmsu.edu (Andrew Molitor) writes:
>In article <tcmayC5M2xv.JEx@netcom.com>
>	tcmay@netcom.com (Timothy C. May) writes:
>>
>>But is it any worse than the current unsecure system? It becomes much
>>worse, of course, if the government then uses this ""Clinton Clipper""
>>to argue for restrictions on unapproved encryption. (This is the main
>>concern of most of us, I think. The camel's nose in the tent, etc.)
>>
>
>	Not to pick on Mr. May in particular, of course, but isn't this
>kind of the domino theory? When one little country falls, its neighbor
>will surely follow, and before you know it, we're all mining salt
>in Siberia for not turning in our Captain Crunch Secret Decoder Rings.

I wish I could agree with you.  Ask yourself this.  Why would any private
sector entity wish to buy a crypto system that was KNOWN to be at least
partially compromised? (Key escrows in this instance)  Why would any
private sector entity wish to buy a crypto system that had not been properly
evaluated?  (i.e. algorythm not publically released)
The answer seems obvious to me, they wouldn't.  There is other hardware out
there not compromised.  DES as an example (triple DES as a better one.)

My suspicion is that the prices will drop dramatically on these non clipper
systems.  If not we're in trouble.

Given that the Clinton administration is not entirely stupid (although we'd like
to think so) I cannot believe that they have failed to realize this.
They know their initiative will fail, much as crippled DES was never taken
seriously.  The only way their moves can work is by coercion.  You know
little about politics if you don't realize that this is just a first step
in the next move, it makes NO sense otherwise.  The next move, banning
or SEVERLY crippling crypto not using the ""Clipper"" system is easily
justified ""Why would anyone want other encryption unless they were trying
to subvert the government?  We've provided you with a very secure alternative
so use it or go to jail/be fined/whatever.""
How can you reconcile the administrations self proclaimed purpose of providing
law enforcement with access to encrypted data without making the clipper system
the only crypto available in the U.S... ?  You simply can't, and the administration
knows it.  Anyone who wanted to keep the govt. out of their hair, be it for
drug dealing or whatever, would just buy still available non-clipper systems.

Don't sell our crafty Clinton types short, they can't be THAT stupid.
Either banning non clipper crypto is the next answer or the administrations
collective I.Q. is about that of a potato.

Why do you think AT&T jumped on so fast?  They know it's going to be big,
and NOT because it's better.  Right on the face of it, noone will buy the
stuff that doesn't have to.  AT&T must know this too, THINK MAN, why the
hell would they jump the gun?

>	My interpretation.
>
>	Andrew
>
>>-Tim May, whose sig block may get him busted in the New Regime
>                           ^^^^^^^^^^^^^^^^^^
>
>	Isn't this just a little melodramatic?

I really wonder.

To wit:  The letter I just sent to Clinton:

The White House
Office of the Press Secretary c/o:
Presidential Comment Line (fax)
(202) 456-2461
 
April 17, 1993
 
Sir and/or Madam:
 
 
I must object most strongly to the administrations evolving position on encryption and
cryptography.  I am shocked at the Clinton regimes increasing lean towards a authoritarian approach with regard to privacy and freedom from government oversight in day to day life.
 
It is apparent to me that those who drafted the ""Clipper Chip Proposal"" (which is, incidentally, gaining notoriety as the ""Big Brother Proposal"") are either incredibly ignorant or very sly indeed.  Anyone knowledgeable in the nuances of cryptographic development and research must understand that a key step in the development of a new algorithm, especially one destined for standardization, is the full disclosure of the algorithm to the private and academic sectors.  The proper evaluation of an algorithm dep





ends on careful scrutiny by these sectors, and only such scrutiny can provide true public confidence in the security of the algorithm.  The assumption that a new algorithm will be accepted based on assurances from ""experts"" without full disclosure is plain ignorance.
 
In addition, the assumption that an algorithm will be marketable over other technology, such as DES, when it is characterized by key escrow is lunacy.  It seems an easy step in the logic chain that probable consumers will prefer to purchase equipment not crippled by government key escrow, no matter how ""tamper proof"" the key escrows might be.
 
I cannot believe that even the least educated policy maker would have failed to realize these flaws.  I can only assume then that the drafters of the ""Clipper Chip Proposal"" knew very well the difficulties of selling a crippled system to the private sector.  The only way this proposal makes any sense, or has any chance of succeeding is in coercion.  Even the language of the proposal makes it painfully clear that the next logical step is the outlawing of other encryption devices and hardware that do not uti





lize the ""Big Brother Chip.""
 
Unfortunately the public at large is not educated enough on the issue to realize what they are losing.  I expect the Big Brother proposal to encounter little resistance from the American people who you will have so efficiently duped once again with pretty words like ""harmony,"" ""right to encryption,"" and ""voluntary.""
 
It mortifies me that the phrase that seems to be used more and more often to characterize the Clinton administration is ""I can't believe it's happening here.""  More startling is a question a colleague of mine posed and the realization that everyday it becomes more and more relevant; ""When is the Reichstag fire planned for?""
 
 
						Most Concerned,
 
						[Signature]
						Shaen Logan Bernhardt I
uni@acs.bu.edu

-- 
uni@acs.bu.edu  ->  Public Keys by finger and/or request
Public Key Archives at <pgp-public-keys@junkbox.cc.iastate.edu>
DF610670F2467B99  97DE2B5C3749148C  Sovereignty is the sign of a brutal past.
Cryptography is not a crime.  Fight the Big Brother Proposal!
",science
15171.txt,"Sender: news@cujo.curtin.edu.au (News Manager)
Organization: Curtin University of Technology
References: <1993Apr14.120229.15878@mnemosyne.cs.du.edu> <1qhc2p$8d8@transfer.stratus.com>
Distribution: inet
Date: Thu, 15 Apr 1993 20:51:00 GMT

In article <1qhc2p$8d8@transfer.stratus.com>, cme@ellisun.sw.stratus.com (Carl Ellison) writes:
> In article <1993Apr14.120229.15878@mnemosyne.cs.du.edu> rwebb@nyx.cs.du.edu (Russell Webb) writes:
...
> Call me paranoid, but this is the same kind of scare story which Dorothy
> Denning was citing while calling for the limitation of cryptography.
> 
> I doubt that DD is behind this -- 
> 
> but I suspect that the FBI (and maybe NSA) are behind DD and those agencies
> could easily be mounting a nationwide campaign (with our tax dollars?) to
> build up public outcry against digital communication -- especially against
> unbreakable, encrypted communication.
> 
> 
> What's going on here??
> 

Haven't you read any of Noam Chomsky's works? A widely used information net
outside the control of the 'right people' is unthinkable. Hundreds of billions
of dollars will be spent to wipe it out, sorry, 'regulate and order it' once
the major media and poitical powers wake up to the efect it can have.

If you can't be bothered reading, get the video ""Manufacturing Consent"".

~Paul

",entertainment
75906.txt,"
richardp@spock.dis.cccd.edu (Richard Patterson) writes:

>Need reference material on any connections between BCCI and the CIA.  Also
>any information on BCCI's money laundring, drug and arms dealings.

>Refernces must be published in mews media or similar printed media.  
>Please provide the name and date of the reference.

>Thank you for your time and assistance.

How about connections between BCCI and TCI?  Reference to the BCCI
money laundering appears in an insert in an article about the TCI
cable company and its sharp -- and possibly illegal -- business
practices.  The article is in the 27-Jan-92 issue of the Wall Street
Journal.
-- 
paul hager		hagerp@moose.cs.indiana.edu

""It is error alone which needs the support of government.
Truth can stand by itself.""	--Thomas Jefferson
",politics
59228.txt,"
In article rind@enterprise.bih.harvard.edu (David Rind) writes:

>Do you believe that any quacks exist?  How about quack diagnoses?  Is
>being a ""licensed physician"" enough to guarantee that someone is not
>a quack, or is it just that even if a licensed physician is a quack,
>other people shouldn't say so?  Can you give an example of a
>commonly diagnosed ailment that you think is a quack diagnosis,
>or have we gotten to the point in civilization where we no longer
>need to worry about unscrupulous ""healers"" taking advantage of
>people.


I would say there are also significant numbers of unscrupulous doctors (of
the squeaky-clean, traditional crew-cut, talk to the AMA before starting
any treatment, kind) who recommend treatments that, though ""accepted"", may
not be necessary for the patient at the time.  And all for making a quick
buck.  I would not be surprised if the cost of medical services in the U.S. is
significantly inflated by these ""quacks of a different color"".  In fact, I'd
say these doctors are the most dangerous since they call into question the
true focus of the medical profession.  The AMA and the Boards should focus
on these ""quacks"" instead of devoting unbelievable energy on 'search-and-
destroy-missions' to pull the licenses of those doctors who are trying non-
traditional or not fully accepted treatments for their desperate patients
that traditional/accepted medicine cannot help.


***************************************************
Now to make a general comment on many recent posts:
***************************************************

Lately I've seen the word ""quack"" bandied about recklessly.  When a doctor or
doctor-wanna-be has decided to quit discussing any controversial medical
subject in a civilized manner, all he/she has to do is say ""quack-quack"" and
somehow they magically expect the readership of this newsgroup to roll over
on their backs and pee-pee on themselves in obedience.  What do they teach
you in medical school - how to throw your authority around?

Let me put it another way to make my point clear:  ""quack"" is a nebulous word
lacking in any precision.  Its sole use is to obfuscate the issues at hand.
The indiscriminate use of this word is a sure sign of incompetency;  and coming
from any medical doctor (or wanna-be), where competency is expected, is real
scary.

But what do I know, I've already been diagnosed by the sci.med.gods in this
newsgroup as being 'anal retentive', and 'psychotic'.  I look forward to more
net.diagnoses.  Hey, they're free.


Jon ""Quacks 'R Us"" Noring


(p.s., may I suggest - seriously - that if the doctors and wanna-be-doctors on
the net who refuse to have an open mind on alternative treatments and
theories, such as the ""yeast theory"", should create your own moderated group.
You can call it sci.med.traditional.moderated or sci.med.AMA-approved, so you
can keep anal-retentives like me out of it.)

-- 

Charter Member --->>>  INFJ Club.

If you're dying to know what INFJ means, be brave, e-mail me, I'll send info.
=============================================================================
| Jon Noring          | noring@netcom.com        |                          |
| JKN International   | IP    : 192.100.81.100   | FRED'S GOURMET CHOCOLATE |
| 1312 Carlton Place  | Phone : (510) 294-8153   | CHIPS - World's Best!    |
| Livermore, CA 94550 | V-Mail: (510) 417-4101   |                          |
=============================================================================
Who are you?  Read alt.psychology.personality!  That's where the action is.
",science
